Date Published,Document Type,Measure,Drawing Number,Description,View 
Select this document,15 Oct 2019,Consultee Comment,,,DRAINAGE,
Select this document,15 Oct 2019,Consultee Comment,,,STFC,
Select this document,15 Oct 2019,Consultee Comment,,ENVIROMENTAL HEA;LH,,
Select this document,14 Oct 2019,Public Comment,,,081019 - 2 REDLANDS CLOSE,
Select this document,04 Oct 2019,Consultee Comment,,,HIGHWORTH PARISH,
Select this document,02 Oct 2019,Consultee Comment,,,HIGHWAYS,
Select this document,02 Oct 2019,Consultee Comment,,,TRAVEL PLAN OFFICER,
Select this document,02 Oct 2019,Public Comment,,,"21 LECHLADE ROAD, HIGHWORTH",
Select this document,30 Sep 2019,Consultee Comment,,,ECOLOGIST,
Select this document,26 Sep 2019,Consultee Comment,,,THAMES WATER,
Select this document,23 Sep 2019,Consultee Comment,,,CONTAMINATED LAND OFFICER,
Select this document,18 Sep 2019,Consultee Comment,,,DRAINAGE,
Select this document,09 Sep 2019,Revised Drawing,,,PRE EX PLAN,
Select this document,09 Sep 2019,Revised Drawing,,,PRE EX PLAN,
Select this document,09 Sep 2019,Revised Drawing,,,PRE EX PLAN,
Select this document,09 Sep 2019,Supporting Documents,,,ARCHAEOLOGICAL IMPACT ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,,ROAD SAFETY AUDIT,
Select this document,09 Sep 2019,Supporting Documents,,,UPDATED TRAVEL PLAN,
Select this document,09 Sep 2019,Supporting Documents,,,COVERING LETTER,
Select this document,09 Sep 2019,Supporting Documents,,,TECHNICAL NOTE,
Select this document,09 Sep 2019,Supporting Documents,,APPENDIX 7,FLOOD RISK ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,APPENDIX 6,FLOOD RISK ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,,TRANSPORT ASSESSMENT ADDENDUM,
Select this document,09 Sep 2019,Supporting Documents,,,COMMUNITY COMMITMENT,
Select this document,09 Sep 2019,Supporting Documents,,,HIGHWORTH MAGNETOMETER SURVEY REPORT,
Select this document,09 Sep 2019,Supporting Documents,,,INFRASTRUCTURE SERVICES REPORT,
Select this document,09 Sep 2019,Supporting Documents,,,MAINS RECORDS PLANAS,
Select this document,09 Sep 2019,Supporting Documents,,,TRANSPORT ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,APPENDIX 2,TRANSPORT ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,,FLOOD RISK ASSESSMENT,
Select this document,08 Aug 2019,Consultee Comment,,,DRAINAGE,
Select this document,11 Mar 2019,Public Comment,,,ON BEHALF OF A NEIGHBOUR TO THE DEVELOPMENT,
Select this document,03 Jan 2019,Objection Comment,,,"CROUCH FARM, HIGHWORTH",
Select this document,03 Jan 2019,Objection Comment,,,"CROUCH FARM, HIGHWORTH",
Select this document,28 Dec 2018,Objection Comment,,,21 LECHLADE ROAD,
Select this document,21 Dec 2018,Consultee Comment,,,HIGHWAYS,
Select this document,18 Dec 2018,Consultee Comment,,,HIGHWORTH TOWN COUNCIL,
Select this document,18 Dec 2018,General Comment,,,"22 LECHLADE ROAD, HIGHWORTH",
Select this document,14 Dec 2018,Objection Comment,,,"CROUCH FARM, HIGHWORTH",
Select this document,07 Dec 2018,Objection Comment,,,GUEST AND FIORE CONTRACT BRICKLAYERS,
Select this document,06 Dec 2018,Consultee Comment,,,ECOLOGIST,
Select this document,06 Dec 2018,Consultee Comment,,,FORWARD PLANNING,
Select this document,06 Dec 2018,Supporting Documents,,,ROAD SAFETY AUDIT,
Select this document,06 Dec 2018,Correspondence,,,EMAIL FROM AGENT - 06.12.18,
Select this document,04 Dec 2018,Consultee Comment,,,LANDSCAPE,
Select this document,04 Dec 2018,Consultee Comment,,,CONTAMINATED LAND OFFICER,
Select this document,03 Dec 2018,Consultee Comment,,,COUNTY ARCHAEOLOGIST,
Select this document,28 Nov 2018,Consultee Comment,,,DRAINAGE,
Select this document,26 Nov 2018,BackGround Papers,,,SITE NOTICE,
Select this document,16 Nov 2018,Consultee Comment,,,THAMES WATER,
Select this document,16 Nov 2018,BackGround Papers,,,ADVERT LIST - 23.11.18,
Select this document,16 Nov 2018,Supporting Documents,,,PROTECTED SPECIES SURVEY,
Select this document,16 Nov 2018,Supporting Documents,,,LIGHTING STRATEGY,
Select this document,16 Nov 2018,Revised Drawing,,C12303.PL.157 REV A,ELEVATIONS,
Select this document,16 Nov 2018,Revised Drawing,,,OVERALL SITE MASTER PLAN,
Select this document,16 Nov 2018,Revised Drawing,,,STREET SCENE,
Select this document,01 Nov 2018,Drawing,,ENC/020218-2BBB-ELE,ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.130,PROPOSED MAINTENANCE STORE,
Select this document,01 Nov 2018,Supporting Documents,,PART 1,PRELIMINARY ECOLOGICAL APPRAISAL REPORT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.300,PROPOSED SITE SECTION A-A,
Select this document,01 Nov 2018,Supporting Documents,,,PRELIMINARY ECOLOGICAL APPRAISAL REPORT,
Select this document,01 Nov 2018,Supporting Documents,,,PROTECTED SPECIES SURVEY,
Select this document,01 Nov 2018,Drawing,,C12030.PL.062,BLOCK PLAN 2 OF 2,
Select this document,01 Nov 2018,Supporting Documents,,PART 1,DESIGN & ACCESS STATEMENT,
Select this document,01 Nov 2018,Supporting Documents,,APPENDIX 6,FLOOD RISK ASSESSMENT,
Select this document,01 Nov 2018,Supporting Documents,,,FLOOD RISK ASSESSMENT,
Select this document,01 Nov 2018,Drawing,,,OVERALL SITE MASTERPLAN,
Select this document,01 Nov 2018,Supporting Documents,,,STATEMENT OF COMMUNITY INVOLVEMENT,
Select this document,01 Nov 2018,Supporting Documents,,APPENDIX 2 & 3,TRANSPORT ASSESSMENT,
Select this document,01 Nov 2018,Correspondence,,,COVERING LETTER,
Select this document,01 Nov 2018,Drawing,,C12030.PL.210,PROPOSED ALL WEATHER PITCH FENCING ELEVATIONS,
Select this document,01 Nov 2018,Supporting Documents,,,PROTECTED SPECIES SURVEY,
Select this document,01 Nov 2018,Supporting Documents,,PART 2,DESIGN & ACCESS STATEMENT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.054,LANDSCAPE MASTERPLAN,
Select this document,01 Nov 2018,Drawing,,C12030.PL.004,LOCATION PLAN,
Select this document,01 Nov 2018,Drawing,,ENC/020218-2BB8-RP,ROOF PLAN,
Select this document,01 Nov 2018,Drawing,,C12030.PL.100,PROPOSED GROUND FLOOR,
Select this document,01 Nov 2018,Drawing,,C12030.PL.120,PROPOSED ALL WEATHER PITCH FLOOR PLAN,
Select this document,01 Nov 2018,Drawing,,C12030.PL.140,PROPOSED PERIMETER SECURITY FENCING,
Select this document,01 Nov 2018,Supporting Documents,,,ECOLOGICAL RECOMMENDATIONS COMPLIANCE STATEMENT,
Select this document,01 Nov 2018,Drawing,,ENC/020218-2BB8-MB2,MEASURED BUILDING,
Select this document,01 Nov 2018,Drawing,,C12030.PL.110,PROPOSED FIRST FLOOR PLAN,
Select this document,01 Nov 2018,Drawing,,C12030.PL.200,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.310,PROPOSED SITE SECTION B-B,
Select this document,01 Nov 2018,Drawing,,C12030.PL.061,BLOCK PLAN 1 OF 2,
Select this document,01 Nov 2018,Supporting Documents,,,FLOOD RISK ASSESSMENT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.053,TRAINING FACILITY SITE PLAN,
Select this document,01 Nov 2018,Supporting Documents,,,TRANSPORT ASSESSMENT,
Select this document,01 Nov 2018,Application Form,,,,
Select this document,15 Dec 2021,CIL,,,S-18-1783 - CIL LIABLE DEVELOPMENT,
Select this document,30 Nov 2021,Delegated Report,,,,
Select this document,30 Nov 2021,Decision,,,,
Select this document,20 Jan 2021,Revised Drawing,,,PLANS,
Select this document,08 Oct 2020,Application Form,,,,
Select this document,23 Sep 2020,Supporting Documents,,TOH20,ARCHAEOLOGICAL MITIGATION STRATEGY,
Select this document,11 Sep 2020,Consultee Comment,,RESPONSE TO ARCHAELOLOGY MANAGEMENT PLAN,ARCHAEOLOGIST,
Select this document,11 Sep 2020,Consultee Comment,,RESPONSE TO ARCHAELOLOGY MANAGEMENT PLAN,ARCHAEOLOGIST,
Select this document,13 Aug 2020,Supporting Documents,,V1.0,ARCHAEOLOGY MANAGEMENT PLAN,
Select this document,10 Aug 2020,Consultee Comment,,,URBAN DESIGN,
Select this document,29 Jul 2020,Consultee Comment,,,LANDSCAPE,
Select this document,28 Jul 2020,Correspondence,,,OFFICER,
Select this document,20 Jul 2020,Public Comment,,,"CROUCH FARM, HIGHWORTH",
Select this document,17 Jul 2020,Consultee Comment,,,HIGHWORTH TOWN COUNCIL,
Select this document,17 Jul 2020,Public Comment,,,"21 LECHLADE ROAD, HIGHWORTH",
Select this document,17 Jul 2020,Consultee Comment,,,HIGHWAYS,
Select this document,16 Jul 2020,Consultee Comment,,,ARCHAEOLOGIST,
Select this document,13 Jul 2020,Consultee Comment,,,ECOLOGIST,
Select this document,09 Jul 2020,Consultee Comment,,,DRAINAGE ENGINEER,
Select this document,07 Jul 2020,Consultee Comment,,,ENVIRONMENT AGENCY,
Select this document,30 Jun 2020,Supporting Documents,,,HOUSE TYPE CHART FOR DRAWINGS,
Select this document,17 Jun 2020,Supporting Documents,,,PUMP ACCESS,
Select this document,17 Jun 2020,Supporting Documents,,,VIABILITY APPRAISAL REPORT WITH APPENDICES,
Select this document,17 Jun 2020,Supporting Documents,,,ECOLOGY REPORT,
Select this document,12 Feb 2020,BackGround Papers,,,MONITORING SURVEY,
Select this document,04 Feb 2020,Revised Drawing,,TOFC 010H,PROPOSED SITE PLAN OPTION 2,
Select this document,12 Dec 2019,Consultee Comment,,,ECOLOGY - LIGHTING STRATEGY,
Select this document,02 Dec 2019,Revised Drawing,,100042.LSR.001.C,LIGHTING STRATEGY-2,
Select this document,02 Dec 2019,BackGround Papers,,,ARCHAEOLOGICAL EVALUATION,
Select this document,29 Nov 2019,Revised Drawing,,SK04 REV A,PROPOSED SITE ACCESS ARRANGEMENTS,
Select this document,29 Nov 2019,Revised Drawing,,TOFC 011,OUTLINE SITE PLAN SHOWING INDICATIVE BIRD AND BAT BOX POSITIONS,
Select this document,29 Nov 2019,Revised Drawing,,SK06,SWEPT PATH ANALYSIS - LARGE REFUSE,
Select this document,29 Nov 2019,Supporting Documents,,,COVERING LETTER,
Select this document,29 Nov 2019,Revised Drawing,,SK05 REV A,INTERNAL ROAD ARRANGEMENTS,
Select this document,29 Nov 2019,Revised Drawing,,SK03 REV A,PROPOSED SITE ACCESS ARRANGEMENTS - VISIBILITY REVIEW,
Select this document,29 Nov 2019,Revised Drawing,,SK02 REV A,SWEPT PATH ANALYSIS,
Select this document,29 Nov 2019,Revised Drawing,,TOFC 010 REV G,PROPOSED SITE PLAN OPTION 2,
Select this document,29 Nov 2019,Revised Drawing,,SK07,EXISTING SITE ACCESS ARRANGEMENTS,
Select this document,29 Nov 2019,Revised Drawing,,SK01 REV B,SWEPT PATH ANALYSIS,
Select this document,17 Oct 2019,Consultee Comment,,,VIABILITY ASSESSMENT,
Select this document,16 Oct 2019,Consultee Comment,,,COUNTY ARCHAEOLOGIST,
Select this document,15 Oct 2019,Consultee Comment,,,STFC,
Select this document,15 Oct 2019,Consultee Comment,,,DRAINAGE,
Select this document,15 Oct 2019,Consultee Comment,,ENVIROMENTAL HEA;LH,,
Select this document,04 Oct 2019,Consultee Comment,,,HIGHWORTH PARISH,
Select this document,03 Oct 2019,Consultee Comment,,,URBAN DESIGN,
Select this document,02 Oct 2019,Consultee Comment,,,HIGHWAYS,
Select this document,02 Oct 2019,Consultee Comment,,,TRAVEL PLAN OFFICER,
Select this document,02 Oct 2019,Public Comment,,,"21 LECHLADE ROAD, HIGHWORTH",
Select this document,30 Sep 2019,Consultee Comment,,,ECOLOGIST,
Select this document,26 Sep 2019,Consultee Comment,,,THAMES WATER,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.162,PROPOSED FLOOR PLANS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.162,PROPOSED ELEVATIONS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.154,PROPOSED ELEVATIONS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.151,PROPOSED ELEVATIONS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.153,PROPOSED FLOOR PLANS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.163,PROPOSED ELEVATIONS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.150,PROPOSED FLOOR PLANS,
Select this document,17 Sep 2019,Revised Drawing,,C12030.PL.161,PROPOSED FLOOR PLANS,
Select this document,16 Sep 2019,Correspondence,,,EMAIL FROM AGENT - INFO ON HOUSE TYPES,
Select this document,09 Sep 2019,Revised Drawing,,,PRE EX PLAN,
Select this document,09 Sep 2019,Revised Drawing,,,PRE EX PLAN,
Select this document,09 Sep 2019,Revised Drawing,,,PRE EX PLAN,
Select this document,09 Sep 2019,Supporting Documents,,,ROAD SAFETY AUDIT,
Select this document,09 Sep 2019,Supporting Documents,,,INFRASTRUCTURE SERVICES REPORT,
Select this document,09 Sep 2019,Revised Drawing,,TOFC 010C,SITE PLAN,
Select this document,09 Sep 2019,Supporting Documents,,,COVERING LETTER,
Select this document,09 Sep 2019,Supporting Documents,,,ARCHAEOLOGICAL IMPACT ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,,HIGHWORTH MAGNETOMETER SURVEY REPORT,
Select this document,09 Sep 2019,Supporting Documents,,,UPDATED TRAVEL PLAN,
Select this document,09 Sep 2019,Supporting Documents,,,TRANSPORT ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,APPENDIX 2,TRANSPORT ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,,COMMUNITY COMMITMENT,
Select this document,09 Sep 2019,Supporting Documents,,,MAINS RECORDS PLANS,
Select this document,09 Sep 2019,Supporting Documents,,,TECHNICAL NOTE,
Select this document,09 Sep 2019,Supporting Documents,,,FLOOD RISK ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,APPENDIX 7,FLOOD RISK ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,APPENDIX 6,FLOOD RISK ASSESSMENT,
Select this document,09 Sep 2019,Supporting Documents,,,TRANSPORT ASSESSMENT ADDENDUM,
Select this document,09 Sep 2019,Supporting Documents,,,TECHNICAL NOTE,
Select this document,11 Mar 2019,Correspondence,,,ON BEHALF OF A NEIGHBOUR TO THE DEVELOPMENT,
Select this document,03 Jan 2019,Objection Comment,,,"CROUCH FARM, HIGHWORTH",
Select this document,03 Jan 2019,Objection Comment,,,"CROUCH FARM, HIGHWORTH",
Select this document,28 Dec 2018,Objection Comment,,,21 LECHLADE ROAD,
Select this document,21 Dec 2018,Consultee Comment,,,HIGHWAYS,
Select this document,18 Dec 2018,General Comment,,,"22 LECHLADE ROAD, HIGHWORTH",
Select this document,18 Dec 2018,Consultee Comment,,,HIGHWORTH TOWN COUNCIL,
Select this document,07 Dec 2018,Objection Comment,,,GUEST AND FIORE CONTRACT BRICKLAYERS,
Select this document,06 Dec 2018,Consultee Comment,,,FORWARD PLANNING,
Select this document,06 Dec 2018,Supporting Documents,,,ROAD SAFETY AUDIT,
Select this document,06 Dec 2018,Correspondence,,,EMAIL FROM AGENT - 06.12.18,
Select this document,04 Dec 2018,Consultee Comment,,,LANDSCAPE,
Select this document,03 Dec 2018,Consultee Comment,,,THAMES WATER,
Select this document,03 Dec 2018,Consultee Comment,,,COUNTY ARCHAEOLOGIST,
Select this document,28 Nov 2018,BackGround Papers,,,SITE NOTICE,
Select this document,28 Nov 2018,Consultee Comment,,,DRAINAGE,
Select this document,26 Nov 2018,BackGround Papers,,,ADVERT LIST - 30.11.18,
Select this document,19 Nov 2018,Consultee Comment,,,HOUSING,
Select this document,19 Nov 2018,Application Form,,,CHANGE OF USE QUESTIONS,
Select this document,16 Nov 2018,Drawing,,,OVERALL SITE MASTERPLAN,
Select this document,16 Nov 2018,Supporting Documents,,,LIGHTING STRATEGY,
Select this document,16 Nov 2018,Revised Drawing,,C12303.PL.157 REV A,ELEVATIONS,
Select this document,16 Nov 2018,Revised Drawing,,,STREET SCENE,
Select this document,16 Nov 2018,Drawing,,,SCREET SCENE-VIEW TO THE EAST,
Select this document,16 Nov 2018,Revised Drawing,,,OVERALL SITE MASTER PLAN,
Select this document,16 Nov 2018,Supporting Documents,,,PROTECTED SPECIES SURVEY,
Select this document,01 Nov 2018,Drawing,,C12030.PL.150,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.155,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.153,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.154,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.157,PROPOSED FLOOR PLAN,
Select this document,01 Nov 2018,Drawing,,C12030.PL.158 A,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.159,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.161,ADDITIONAL PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.162,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.162,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.164,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.165,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.169,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.173,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.177,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.181,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.185,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Supporting Documents,,,PRELIMINARY ECOLOGICAL APPRAISAL REPORT,
Select this document,01 Nov 2018,Application Form,,,CIL,
Select this document,01 Nov 2018,Supporting Documents,,APPENDIX 6,FLOOD RISK ASSESSMENT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.052,PROPOSED RESIDENTIAL DEVELOPMENT SITE PLAN,
Select this document,01 Nov 2018,Drawing,,C12030.PL.051 C,MASTERPLAN,
Select this document,01 Nov 2018,Supporting Documents,,,SUPPLEMENTARY INFORMATION,
Select this document,01 Nov 2018,Drawing,,C12030.PL.003,LOCATION PLAN,
Select this document,01 Nov 2018,Correspondence,,,COVERING LETTER,
Select this document,01 Nov 2018,Supporting Documents,,,SUPPORTING PLANNING STATEMENT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.167,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.171,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.175,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.179,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.183,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Supporting Documents,,,ECOLOGICAL RECOMMENDATIONS COMPLIANCE STATEMENT,
Select this document,01 Nov 2018,Supporting Documents,,,PROTECTED SPECIES SURVEY,
Select this document,01 Nov 2018,Supporting Documents,,PART 2,DESIGN & ACCESS STATEMENT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.054,LANDSCAPE MASTERPLAN,
Select this document,01 Nov 2018,Supporting Documents,,,TRANSPORT ASSESSMENT,
Select this document,01 Nov 2018,Application Form,,,,
Select this document,01 Nov 2018,Drawing,,C12030.PL.166,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.168,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.170,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.172,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.174,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.176,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.178,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.180,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.182,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.184,PROPOSED FLOOR PLANS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.186,PROPOSED GARAGE,
Select this document,01 Nov 2018,Supporting Documents,,,PRELIMINARY ECOLOGICAL APPRAISAL REPORT,
Select this document,01 Nov 2018,Supporting Documents,,,PROTECTED SPECIES SURVEY,
Select this document,01 Nov 2018,Drawing,,C12030.PL.060,BLOCK PLAN,
Select this document,01 Nov 2018,Supporting Documents,,,DESIGN & ACCESS STATEMENT,
Select this document,01 Nov 2018,Supporting Documents,,PART 1,FLOOD RISK ASSESSMENT,
Select this document,01 Nov 2018,Supporting Documents,,PART 2,FLOOD RISK ASSESSMENT,
Select this document,01 Nov 2018,Supporting Documents,,,STATEMENT OF COMMUNITY INVOLVEMENT,
Select this document,01 Nov 2018,Supporting Documents,,,TRANSPORT ASSESSMENT,
Select this document,01 Nov 2018,Drawing,,C12030.PL.151,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.156,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.160,PROPOSED ELEVATIONS,
Select this document,01 Nov 2018,Drawing,,C12030.PL.163,PROPOSED ELEVATIONS,
Select this document,29 Oct 2021,Decision,,,,
Select this document,19 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,01 Oct 2021,Application Form,,,,
Select this document,01 Oct 2021,Drawing,,49168/2001/001 REV C,SWICHELSTOWE DEVELOPMENT WAITROSE CAR PARK SHOW HOME FOOTPATH LINK,
Select this document,12 Oct 2021,Decision,,,,
Select this document,27 Oct 2021,Decision,,,,
Select this document,27 Oct 2021,Delegated Report,,,,
Select this document,25 Oct 2021,Public Comment,,,75 YORK ROAD,
Select this document,21 Sep 2021,Drawing,,21/1647/01,EXISTING PROPOSED,
Select this document,21 Sep 2021,Drawing,,,THE LOCATION PLAN,
Select this document,21 Sep 2021,Drawing,,,BLOCK PLAN OF THE SITE,
Select this document,21 Sep 2021,CIL,,,CIL,
Select this document,21 Sep 2021,Application Form,,,,
Select this document,11 Oct 2021,Decision,,,,
Select this document,29 Sep 2021,Application Form,,,,
Select this document,29 Sep 2021,Supporting Documents,,,MATERIALS,
Select this document,29 Oct 2021,Decision,,,,
Select this document,11 Oct 2021,Drawing,,HE0002-GDA-V1-00-DR-A-9901 REV P02,PLANNING - GA GROUND FLOOR,
Select this document,14 Sep 2021,Correspondence,,,COVERING LETTER,
Select this document,14 Sep 2021,Drawing,,SWNUTC-GDA-VV-S1-DR-A-05_20-0001,SITE LOCATION PLAN,
Select this document,14 Sep 2021,Drawing,,HE0002-GDA-V1-S1-DR-A-9901,PLANNING - SITE PLAN,
Select this document,14 Sep 2021,Drawing,,HE002-GDA-V1-R1-DR-A-9901,PLANNING - ROOF PLAN,
Select this document,14 Sep 2021,Drawing,,HE0002-GDA-V1-ZZ-DR-A-9901 REV P01,PLANNING - ELEVATIONS SHEET 1,
Select this document,14 Sep 2021,Drawing,,HE0002-GDA-V1-ZZ-DR-A-9902 REV P01,PLANNING - ELEVATIONS SHEET 2,
Select this document,14 Sep 2021,Drawing,,HE0002-GDA-V1-ZZ-DR-A-9903,PLANNING - ELEVATIONS SHEET 3,
Select this document,14 Sep 2021,Drawing,,HE0002-GDA-V1-ZZ-DR-A-9904 REV P01,PLANNING - SECTIONS A-A & B-B,
Select this document,14 Sep 2021,Drawing,,HE0002-GDA-V1-ZZ-DR-A-9905,PLANNING - 3D PERSPECTIVE VIEW,
Select this document,14 Sep 2021,Application Form,,,,
Select this document,21 Oct 2021,Decision,,,,
Select this document,18 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,09 Sep 2021,Drawing,,,LOCATION PLAN,
Select this document,09 Sep 2021,Supporting Documents,,,CAR PARK MANAGEMENT PLAN,
Select this document,09 Sep 2021,Supporting Documents,,,ELECTRIC VEHICLE CHARGING POINT DETAILS,
Select this document,09 Sep 2021,Supporting Documents,,,CHARGING POINT SPECIFICATION,
Select this document,09 Sep 2021,Supporting Documents,,,CHARGING POINT SPECIFICATION,
Select this document,09 Sep 2021,Supporting Documents,,,CHARGING POINT SPECIFICATION,
Select this document,09 Sep 2021,Drawing,,,PROPOSED LAYOUT,
Select this document,09 Sep 2021,Application Form,,,,
Select this document,08 Dec 2021,Decision,,,,
Select this document,01 Nov 2021,Consultee Comment,,,CONSERVATION,
Select this document,29 Oct 2021,Consultee Comment,,,LANDSCAPE,
Select this document,29 Oct 2021,Consultee Comment,,,ARCHAEOLOGIST,
Select this document,15 Oct 2021,Consultee Comment,,,THAMES WATER,
Select this document,14 Oct 2021,Consultee Comment,,,HISTORIC ENGLAND,
Select this document,06 Oct 2021,Consultee Comment,,,ENVIRONMENT AGENCY,
Select this document,06 Oct 2021,Consultee Comment,,,NATURAL ENGLAND,
Select this document,06 Oct 2021,Supporting Documents,,,SCREENING OPINION,
Select this document,30 Sep 2021,Consultee Comment,,,NATIONAL HIGHWAYS,
Select this document,29 Sep 2021,Consultee Comment,,,HIGHWAYS ENGLAND,
Select this document,24 Sep 2021,Consultee Comment,,,ECOLOGY,
Select this document,20 Sep 2021,Drawing,,P21-0975 08-1,RED BLUE LINE LOCATION PLAN WITH AREAS,
Select this document,20 Sep 2021,Drawing,,,LOCATION PLAN,
Select this document,20 Sep 2021,Supporting Documents,,,LA LANDSCAPE APPRAISAL,
Select this document,20 Sep 2021,Supporting Documents,,,LA FIGURES,
Select this document,20 Sep 2021,Supporting Documents,,,HORPIT NVC REPORT,
Select this document,20 Sep 2021,Correspondence,,20210909 L,COVER LETTER,
Select this document,20 Sep 2021,Supporting Documents,,,EIA SCREENING REQUEST,
Select this document,20 Sep 2021,Drawing,,P21-0975 08-2,RED BLUE LINE LOCATION PLAN WITH AREAS,
Select this document,20 Sep 2021,Supporting Documents,,,LA APPENDICES,
Select this document,21 Oct 2021,Decision,,,,
Select this document,21 Oct 2021,Delegated Report,,,,
Select this document,19 Oct 2021,Consultee Comment,,,ENVIRONMENTAL HEALTH,
Select this document,18 Oct 2021,Consultee Comment,,,HIGHWAYS,
Select this document,07 Oct 2021,Consultee Comment,,,LIDDINGTON PARISH,
Select this document,08 Sep 2021,Drawing,,1586-DB-VIE-00-DR-A-0011 REV P02,PROPOSED MEDICAL GAS SUPPLY SITE LOCATION PLAN,
Select this document,08 Sep 2021,Drawing,,1586-DB-VIE-00-DR-A-0001 REV P02,EXISTING BLOCK PLAN,
Select this document,08 Sep 2021,Drawing,,1586-DB-VIE-00-DR-A-0002 REV P03,PROPOSED PLAN & ELEVATIONS,
Select this document,08 Sep 2021,Drawing,,1586-DB-VIE-00-DR-A-0012 REV P03,PROPOSED MEDICAL GAS SUPPLY CENTRE BLOCK PLAN,
Select this document,08 Sep 2021,Correspondence,,,COVERING LETTER,
Select this document,08 Sep 2021,Supporting Documents,,,ARBORICULTURAL ASSESSMENT,
Select this document,08 Sep 2021,Supporting Documents,,,TRANSPORT TECHNICAL NOTE,
Select this document,08 Sep 2021,Application Form,,,,
Select this document,01 Oct 2021,Decision,,,,
